label,text
0,Lol no. Just trying to make your day a little more interesting
0,"I‘ll leave around four, ok?"
0,Rats. Hey did u ever vote for the next themes?
1,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
0,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
1,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
0,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
0,Too late. I said i have the website. I didn't i have or dont have the slippers
0,Somebody set up a website where you can play hold em using eve online spacebucks
0,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
0,Don know:)this week i'm going to tirunelvai da.
0,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
0,Can ü call me at 10:10 to make sure dat i've woken up...
0,U call me alter at 11 ok.
0,Are you at work right now ?
0,How did you find out in a way that didn't include all of these details
0,Is she replying. Has boye changed his phone number
1,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
0,Does daddy have a bb now.
0,Long after I quit. I get on only like 5 minutes a day as it is.
0,"Aight, see you in a bit"
1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
0,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
0,That's significant but dont worry.
0,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
0,Yo you around? A friend of mine's lookin to pick up later tonight
1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
0,Went to ganesh dress shop
0,"Better than bb. If he wont use it, his wife will or them doctor"
0,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
0,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
0,ITS A LAPTOP TAKE IT WITH YOU.
0,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
0,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
0,"Jus chillaxin, what up"
0,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
0,Hope you are having a great day.
1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
0,Well that must be a pain to catch
1,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
0,Hey u still at the gym?
0,I'm leaving my house now...
0,I'll be at mu in like  &lt;#&gt;  seconds
0,happened here while you were adventuring
0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
0,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
0,"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe"
0,:) 
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
0,How much u trying to get?
0,K..give back my thanks.
0,Oh k:)after that placement there ah?
0,Dunno lei shd b driving lor cos i go sch 1 hr oni.
0,Have a nice day my dear.
0,Just seeing your missed call my dear brother. Do have a gr8 day.
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
0,Good evening! this is roger. How are you?
0,Can you talk with me..
0,"Until 545 lor... Ya, can go 4 dinner together..."
0,Or just do that 6times
0,Yup ok thanx...
0,And now electricity just went out fml.
0,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
1,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
0,"Hey, iouri gave me your number, I'm wylie, ryan's friend"
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
1,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
0,Its a great day. Do have yourself a beautiful one.
0,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
0,Mum not going robinson already.
0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
0,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
0,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
0,"Nah I don't think he goes to usf, he lives around here though"
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
1,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
0,Hey leave it. not a big deal:-) take care.
0,Dont you have message offer
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
0,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
1,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
0,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
0,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
1,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
0,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
0,I dont thnk its a wrong calling between us
0,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
0,* You gonna ring this weekend or wot?
0,"As usual..iam fine, happy &amp; doing well..:)"
0,Lil fever:) now fine:)
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
0,Ok...
0,Still chance there. If you search hard you will get it..let have a try :)
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
0,Good Morning my Dear........... Have a great &amp; successful day.
0,Don no da:)whats you plan?
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
0,"I hav almost reached. Call, i m unable to connect u."
0,Please tell me not all of my car keys are in your purse
0,Can come my room but cannot come my house cos my house still messy... Haha...
0,So that takes away some money worries
0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
0,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
1,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)"
0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
0,In sch but neva mind u eat 1st lor..
1,Adult 18 Content Your video will be with you shortly
0,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
0,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
0,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
0,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
0,Ok... Sweet dreams...
0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
0,Taka lor. Wat time u wan 2 come n look 4 us?
0,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
0,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
0,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
0,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
0,How are you with moneY...as in to you...money aint a thing....how are you sha!
0,How do you plan to manage that
0,I'll meet you in the lobby
0,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
0,Hey come online! Use msn... We are all there
0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
0,At WHAT TIME should i come tomorrow
0,For fear of fainting with the of all that housework you just did? Quick have a cuppa
0,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
1,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
0,If you r @ home then come down within 5 min
0,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
0,That's y we haf to combine n c how lor...
0,I attended but nothing is there.
0,"Just sent again. Do you scream and moan in bed, princess?"
0,K tell me anything about you.
0,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
0,Babe ? I lost you ... :-(
0,"Ya tel, wats ur problem.."
0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
0,Wat time r ü going to xin's hostel?
0,Are you this much buzy
0,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. "
0,"Tonight? Yeah, I'd be down for that"
0,Im good! I have been thinking about you...
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
0,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
0,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
0,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you
0,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different
0,Dai what this da.. Can i send my resume to this id.
0,Just finished. Missing you plenty
1,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082
0,* Am on a train back from northampton so i'm afraid not!
0,Finally the match heading towards draw as your prediction.
0,"My planning usually stops at ""find hella weed, smoke hella weed"""
0,One small prestige problem now.
0,Yep get with the program. You're slacking.
0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
0,I'm going out to buy mum's present ar.
0,"Fuuuuck I need to stop sleepin, sup"
0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
0,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
0,Where at were hungry too
0,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...
0,Tiwary to rcb.battle between bang and kochi.
0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
0,"It's wylie, you in tampa or sarasota?"
0,ALRITE
0,"Sorry, went to bed early, nightnight"
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
1,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
0,You getting back any time soon?
0,Its too late:)but its k.wish you the same.
0,You will go to walmart. I.ll stay.
0,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
0,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
0,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
0,"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon"
0,I cant pick the phone right now. Pls send a message
0,Merry christmas to u too annie!
1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
0,"Sorry, got a late start, we're on the way"
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
0,So gd got free ice cream... I oso wan...
1,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
0,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
0,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.
0,Am in film ill call you later.
0,Networking job is there.
0,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
0,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
0,"Ask g or iouri, I've told the story like ten times already"
0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
1,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
0,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
0,Omg it could snow here tonite!
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
0,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
0,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
0,Thats cool! I am a gentleman and will treat you with dignity and respect.
1,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
1,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
0,S now only i took tablets . Reaction morning only.
1,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
0,Takin a shower now but yeah I'll leave when I'm done
0,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
0,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
0,Yes we are chatting too.
0,K sure am in my relatives home. Sms me de. Pls:-)
0,Onum ela pa. Normal than.
0,Lol where do u come up with these ideas?
0,Tell where you reached
1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
0,if you text on your way to cup stop that should work. And that should be BUS
0,Geeeee ... I love you so much I can barely stand it
0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
0,Remember to ask alex about his pizza
0,Kent vale lor... Ü wait 4 me there ar?
0,"I think we're going to finn's now, come"
0,Where are you ? You said you would be here when I woke ... :-(
0,I'm vivek:)i got call from your number.
0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
1,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
1,thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???
0,I thank you so much for all you do with selflessness. I love you plenty.
1,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
0,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
1,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
0,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
0,Ok thanx...
0,And stop being an old man. You get to build snowman snow angels and snowball fights.
0,R u sure they'll understand that! Wine * good idea just had a slurp!
0,Pls send me your address sir.
0,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
0,"Okey dokey, i‘ll be over in a bit just sorting some stuff out."
0,Wat happened to the cruise thing
0,No dear i was sleeping :-P
0,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?"""
0,Dude sux for snake. He got old and raiden got buff
0,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
0,I send the print  outs da.
0,I want to see your pretty pussy...
0,Speak only when you feel your words are better than the silence... Gud mrng:-)
0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
0,She's borderline but yeah whatever.
0,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex
0,No. Did you multimedia message them or e-mail?
0,Ü still attending da talks?
0,Havent shopping now lor i juz arrive only
1,You have 1 new voicemail. Please call 08719181513.
0,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
0,I'm ok. Will do my part tomorrow
0,Is fujitsu s series lifebook good?
0,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?
0,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
0,Thank you baby! I cant wait to taste the real thing...
0,Sorry da thangam.it's my mistake.
0,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
0,Well. Balls. Time to make calls
0,Den wat will e schedule b lk on sun?
0,Auntie huai juan never pick up her phone
0,Alex says he's not ok with you not being ok with it
0,Can you do online transaction?
0,May b approve panalam...but it should have more posts..
0,Aight what time you want me to come up?
0,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.
0,Exactly. Anyways how far. Is jide her to study or just visiting
0,Will be out of class in a few hours. Sorry
0,I can't make it tonight
1,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy "
0,Mm yes dear look how i am hugging you both. :-P
0,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
0,Esplanade lor. Where else...
1,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
0,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though"
1,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
0,Huh i cant thk of more oredi how many pages do we have?
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
0,I will come tomorrow di
0,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
0,Yup song bro. No creative. Neva test quality. He said check review online.
0,Okie
0,Whatsup there. Dont u want to sleep
0,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
0,I want snow. It's just freezing and windy.
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
0,"I'm back, lemme know when you're ready"
1,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
0,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book
0,Watching tv now. I got new job :)
0,Dont worry. I guess he's busy.
0,I think u have the wrong number.
0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
1,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
0,Great. P diddy is my neighbor and comes for toothpaste every morning
0,Jay is snickering and tells me that x is totally fucking up the chords as we speak
0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
0,The new deus ex game comin early next yr
0,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
0,Hey r ü still online? I've finished the formatting...
0,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
0,Give me a sec to think think about it
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
0,Oh sorry please its over
0,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
0,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
1,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50
0,"Alright we're hooked up, where you guys at"
0,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
0,No..few hours before.went to hair cut .
0,Well i know Z will take care of me. So no worries.
0,"Haha... Sounds crazy, dunno can tahan anot..."
0,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
0,All e best 4 ur driving tmr :-)
0,Ok
0,I dont thnk its a wrong calling between us
0,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u
0,So u gonna get deus ex?
0,Are you going to wipro interview today?
1,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
0,What r u cooking me for dinner?
0,Just sent it. So what type of food do you like?
0,K.k.how is your business now?
0,S da..al r above  &lt;#&gt;
0,Bring it if you got it
0,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
0,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.
0,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
0,Thanx...
1,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
0,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
0,I cant pick the phone right now. Pls send a message
0,Anything lar then ü not going home 4 dinner?
0,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
1,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
0,Then mum's repent how?
0,Give one miss from that number please
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!
0,Okay... We wait ah
0,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
0,Those were my exact intentions
0,What are youdoing later? Sar xxx
0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
0,"Maybe westshore or hyde park village, the place near my house?"
0,"K, if u bored up just come to my home.."
0,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
0,"That's good, because I need drugs"
1,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
